Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT
1601150400.0,2020-09-26 08-PM,ETHUSDT,352.39,353.8,351.94,353.44,9465.55,3339947.72
1601146800.0,2020-09-26 07-PM,ETHUSDT,353.34,353.49,351.5,352.39,13149.04,4634175.87
1601143200.0,2020-09-26 06-PM,ETHUSDT,354.27,355.9,352.42,353.34,18693.37,6613665.82
1601139600.0,2020-09-26 05-PM,ETHUSDT,354.64,354.89,353.08,354.27,16227.03,5744217.76
1601136000.0,2020-09-26 04-PM,ETHUSDT,352.34,354.69,350.42,354.64,26382.03,9309743.36
1601132400.0,2020-09-26 03-PM,ETHUSDT,351.56,354.72,351.53,352.34,21278.51,7510405.26
1601128800.0,2020-09-26 02-PM,ETHUSDT,347.22,353.8,345.88,351.56,40445.44,14186914.34
1601125200.0,2020-09-26 01-PM,ETHUSDT,349.63,349.94,347.21,347.22,20890.3,7281219.66
1601121600.0,2020-09-26 12-PM,ETHUSDT,351.72,351.74,348.69,349.63,19067.0,6667099.07
1601118000.0,2020-09-26 11-AM,ETHUSDT,350.08,351.82,349.84,351.72,15236.27,5347561.89
1601114400.0,2020-09-26 10-AM,ETHUSDT,350.97,351.68,347.6,350.08,51249.87,17940824.96
1601110800.0,2020-09-26 09-AM,ETHUSDT,350.49,352.96,349.18,350.97,33941.84,11920210.1
1601107200.0,2020-09-26 08-AM,ETHUSDT,350.82,351.77,349.64,350.49,17338.25,6077714.12
1601103600.0,2020-09-26 07-AM,ETHUSDT,354.54,354.98,350.03,350.82,32024.76,11276054.51
1601100000.0,2020-09-26 06-AM,ETHUSDT,352.65,355.93,352.42,354.54,25439.55,9020727.78
1601096400.0,2020-09-26 05-AM,ETHUSDT,351.96,356.4,351.86,352.65,30701.47,10848641.49
1601092800.0,2020-09-26 04-AM,ETHUSDT,350.8,352.1,348.97,351.96,20623.02,7225778.75
1601089200.0,2020-09-26 03-AM,ETHUSDT,351.95,353.26,350.48,350.8,16232.09,5714880.12
1601085600.0,2020-09-26 02-AM,ETHUSDT,351.69,352.72,350.64,351.95,12285.37,4318284.39
1601082000.0,2020-09-26 01-AM,ETHUSDT,350.58,352.85,349.67,351.69,17917.73,6296749.11
1601078400.0,2020-09-26 12-AM,ETHUSDT,351.92,353.94,350.31,350.58,28650.47,10089297.1
1601074800.0,2020-09-25 11-PM,ETHUSDT,352.13,353.31,350.08,351.92,21216.7,7461502.26
1601071200.0,2020-09-25 10-PM,ETHUSDT,357.05,357.65,351.25,352.13,23672.93,8376079.98
1601067600.0,2020-09-25 09-PM,ETHUSDT,354.59,357.1,353.02,357.05,26496.31,9405037.91
1601064000.0,2020-09-25 08-PM,ETHUSDT,353.87,358,353.87,354.59,40029.18,14249951.75
1601060400.0,2020-09-25 07-PM,ETHUSDT,353.91,355.23,352.52,353.87,25621.99,9062550.81
1601056800.0,2020-09-25 06-PM,ETHUSDT,349.53,355.4,349.53,353.91,61101.84,21581912.5
1601053200.0,2020-09-25 05-PM,ETHUSDT,346.54,350.53,345.5,349.53,33409.68,11633152.24
1601049600.0,2020-09-25 04-PM,ETHUSDT,347.12,348.79,345,346.54,28470.91,9870709.89
1601046000.0,2020-09-25 03-PM,ETHUSDT,345.29,347.61,344,347.12,35392.21,12254244.61
1601042400.0,2020-09-25 02-PM,ETHUSDT,344.01,345.6,340.65,345.29,34685.92,11915072.6
1601038800.0,2020-09-25 01-PM,ETHUSDT,344.7,345.99,342.35,344.01,37645.67,12972942.29
1601035200.0,2020-09-25 12-PM,ETHUSDT,343.69,348.61,343.34,344.7,50736.83,17550654.37
1601031600.0,2020-09-25 11-AM,ETHUSDT,340.45,344.74,339.17,343.69,42306.76,14494194.03
1601028000.0,2020-09-25 10-AM,ETHUSDT,340.18,342.47,339.31,340.45,27354.23,9322550.8
1601024400.0,2020-09-25 09-AM,ETHUSDT,338.77,341.42,337.75,340.18,35293.97,11983132.71
1601020800.0,2020-09-25 08-AM,ETHUSDT,343,343.09,337.58,338.77,55329.47,18839395.46
1601017200.0,2020-09-25 07-AM,ETHUSDT,344.75,344.75,342.68,343,35750.13,12282923.0
1601013600.0,2020-09-25 06-AM,ETHUSDT,341.16,344.9,339.8,344.75,43121.65,14744144.93
1601010000.0,2020-09-25 05-AM,ETHUSDT,344.79,344.79,340.68,341.16,46137.57,15828881.5
1601006400.0,2020-09-25 04-AM,ETHUSDT,344.91,346.19,344.18,344.79,22850.11,7887214.44
1601002800.0,2020-09-25 03-AM,ETHUSDT,347.14,348.33,344.5,344.91,32126.04,11136784.97
1600999200.0,2020-09-25 02-AM,ETHUSDT,346.58,347.71,345.9,347.14,32803.64,11378731.53
1600995600.0,2020-09-25 01-AM,ETHUSDT,347.76,348.59,345.71,346.58,29434.58,10222107.59
1600992000.0,2020-09-25 12-AM,ETHUSDT,348.97,350.42,346.54,347.76,39655.45,13813046.62
1600988400.0,2020-09-24 11-PM,ETHUSDT,350.81,351.55,348.24,348.97,37443.16,13082577.14
1600984800.0,2020-09-24 10-PM,ETHUSDT,345.88,353.1,345.27,350.81,71599.16,25041341.57
1600981200.0,2020-09-24 09-PM,ETHUSDT,345.71,347.65,344.6,345.88,15025.82,5196485.43
1600977600.0,2020-09-24 08-PM,ETHUSDT,345.99,347.56,345.45,345.71,26885.49,9311692.91
1600974000.0,2020-09-24 07-PM,ETHUSDT,344.26,346.44,343.53,345.99,32099.96,11081283.99
1600970400.0,2020-09-24 06-PM,ETHUSDT,345.97,348.37,344.11,344.26,36534.46,12646185.57
1600966800.0,2020-09-24 05-PM,ETHUSDT,346.55,348.76,345.06,345.97,39576.56,13724462.53
1600963200.0,2020-09-24 04-PM,ETHUSDT,344.54,349.48,343.13,346.55,95972.12,33255207.94
1600959600.0,2020-09-24 03-PM,ETHUSDT,337.58,345,336.65,344.54,87126.55,29832876.69
1600956000.0,2020-09-24 02-PM,ETHUSDT,336.98,339.39,335.75,337.58,47218.45,15939348.52
1600952400.0,2020-09-24 01-PM,ETHUSDT,335.31,337.56,332.99,336.98,51984.29,17431331.7
1600948800.0,2020-09-24 12-PM,ETHUSDT,338.18,339.5,334.49,335.31,44118.56,14867063.89
1600945200.0,2020-09-24 11-AM,ETHUSDT,333.01,340.84,332.13,338.18,96754.12,32654605.65
1600941600.0,2020-09-24 10-AM,ETHUSDT,328.43,334,327.75,333.01,44471.64,14669366.22
1600938000.0,2020-09-24 09-AM,ETHUSDT,326.09,329.74,325,328.43,35937.92,11750087.19
1600934400.0,2020-09-24 08-AM,ETHUSDT,328,328.85,325.68,326.09,31161.61,10186491.35
1600930800.0,2020-09-24 07-AM,ETHUSDT,323.9,329.17,323.84,328,36569.56,11930135.43
1600927200.0,2020-09-24 06-AM,ETHUSDT,325,326.35,323.85,323.9,27617.87,8978906.29
1600923600.0,2020-09-24 05-AM,ETHUSDT,324.15,325.47,323.76,325,23211.97,7533992.26
1600920000.0,2020-09-24 04-AM,ETHUSDT,324.95,326.91,323.61,324.15,34944.89,11360426.88
1600916400.0,2020-09-24 03-AM,ETHUSDT,323.7,326.15,323.67,324.95,27270.04,8863338.95
1600912800.0,2020-09-24 02-AM,ETHUSDT,323.54,326.66,323.23,323.7,35510.88,11519157.18
1600909200.0,2020-09-24 01-AM,ETHUSDT,322.6,325,321.86,323.54,40283.97,13038818.9
1600905600.0,2020-09-24 12-AM,ETHUSDT,320.72,323.4,316.67,322.6,52386.05,16813505.22
1600902000.0,2020-09-23 11-PM,ETHUSDT,323.96,323.99,318.16,320.72,41995.02,13466168.49
1600898400.0,2020-09-23 10-PM,ETHUSDT,322.42,324.3,320.77,323.96,37162.07,11984623.28
1600894800.0,2020-09-23 09-PM,ETHUSDT,323,327.34,320.35,322.42,44618.41,14423319.01
1600891200.0,2020-09-23 08-PM,ETHUSDT,327.69,329.11,313.29,323,134354.79,43294403.06
1600887600.0,2020-09-23 07-PM,ETHUSDT,335.14,335.67,325.81,327.69,100449.74,33092514.3
1600884000.0,2020-09-23 06-PM,ETHUSDT,337.97,338.24,335,335.14,37406.25,12585930.85
1600880400.0,2020-09-23 05-PM,ETHUSDT,339.72,341.46,337.67,337.97,22971.43,7794898.81
1600876800.0,2020-09-23 04-PM,ETHUSDT,338.53,340.29,337.84,339.72,17360.62,5887160.18
1600873200.0,2020-09-23 03-PM,ETHUSDT,339.12,340.08,338.19,338.53,19643.85,6663489.81
1600869600.0,2020-09-23 02-PM,ETHUSDT,341.1,341.43,338.77,339.12,37330.88,12686001.96
1600866000.0,2020-09-23 01-PM,ETHUSDT,340.69,343.45,340.34,341.1,38737.29,13242990.64
1600862400.0,2020-09-23 12-PM,ETHUSDT,338.71,342.1,337.54,340.69,46729.86,15906059.61
1600858800.0,2020-09-23 11-AM,ETHUSDT,338.99,340.49,338.31,338.71,28885.76,9803162.26
1600855200.0,2020-09-23 10-AM,ETHUSDT,338.87,339.3,337.48,338.99,26338.97,8908449.75
1600851600.0,2020-09-23 09-AM,ETHUSDT,336.41,339.21,335.98,338.87,32785.76,11062679.88
1600848000.0,2020-09-23 08-AM,ETHUSDT,335.72,337.28,334.18,336.41,36188.45,12158773.9
1600844400.0,2020-09-23 07-AM,ETHUSDT,338.35,338.93,333.07,335.72,61154.18,20508951.18
1600840800.0,2020-09-23 06-AM,ETHUSDT,340.58,340.85,337.55,338.35,29693.33,10066335.52
1600837200.0,2020-09-23 05-AM,ETHUSDT,339.99,341.82,338.28,340.58,25538.21,8694064.82
1600833600.0,2020-09-23 04-AM,ETHUSDT,341.06,341.61,338.87,339.99,33765.78,11485717.14
1600830000.0,2020-09-23 03-AM,ETHUSDT,343.47,343.53,340.79,341.06,30175.42,10316216.71
1600826400.0,2020-09-23 02-AM,ETHUSDT,343.52,344.65,342.71,343.47,17962.68,6168136.39
1600822800.0,2020-09-23 01-AM,ETHUSDT,342.63,343.72,342.3,343.52,18412.67,6317292.3
1600819200.0,2020-09-23 12-AM,ETHUSDT,344.21,344.51,342.23,342.63,21243.07,7291421.23
1600815600.0,2020-09-22 11-PM,ETHUSDT,343.4,344.27,342.26,344.21,20306.97,6972927.16
1600812000.0,2020-09-22 10-PM,ETHUSDT,346.29,346.54,342.81,343.4,24324.97,8379844.95
1600808400.0,2020-09-22 09-PM,ETHUSDT,344.65,346.91,340.36,346.29,35339.04,12162149.35
1600804800.0,2020-09-22 08-PM,ETHUSDT,343.58,345.44,342.95,344.65,23015.76,7925307.49
1600801200.0,2020-09-22 07-PM,ETHUSDT,343.2,343.94,342.13,343.58,21952.6,7524800.36
1600797600.0,2020-09-22 06-PM,ETHUSDT,343.67,344.44,342.27,343.2,23774.88,8165974.29
1600794000.0,2020-09-22 05-PM,ETHUSDT,341.02,343.92,340.65,343.67,22666.27,7759241.19
1600790400.0,2020-09-22 04-PM,ETHUSDT,341.23,343.21,340.56,341.02,31560.19,10795230.14
1600786800.0,2020-09-22 03-PM,ETHUSDT,339.41,342.66,338.1,341.23,41516.11,14141883.16
1600783200.0,2020-09-22 02-PM,ETHUSDT,340.96,343.5,339.41,339.41,35459.44,12113727.9
1600779600.0,2020-09-22 01-PM,ETHUSDT,342.02,344.44,340.57,340.96,41517.55,14235050.08
1600776000.0,2020-09-22 12-PM,ETHUSDT,339.58,342.62,336.55,342.02,43468.04,14782388.69
1600772400.0,2020-09-22 11-AM,ETHUSDT,341,342.46,339.02,339.58,32568.73,11108813.4
1600768800.0,2020-09-22 10-AM,ETHUSDT,340.09,342.2,339.23,341,33691.51,11485038.69
1600765200.0,2020-09-22 09-AM,ETHUSDT,342.11,342.85,339.63,340.09,31771.96,10840093.14
1600761600.0,2020-09-22 08-AM,ETHUSDT,336.12,342.15,336.01,342.11,56004.92,19022944.41
1600758000.0,2020-09-22 07-AM,ETHUSDT,342.05,343.65,335.34,336.12,71649.06,24258062.61
1600754400.0,2020-09-22 06-AM,ETHUSDT,344.04,346.5,341.21,342.05,49968.08,17172408.29
1600750800.0,2020-09-22 05-AM,ETHUSDT,344.15,345.4,343.2,344.04,27153.22,9355790.43
1600747200.0,2020-09-22 04-AM,ETHUSDT,343.41,346.78,343.22,344.15,27575.91,9507667.38
1600743600.0,2020-09-22 03-AM,ETHUSDT,344.8,345.52,342,343.41,30370.41,10432020.55
1600740000.0,2020-09-22 02-AM,ETHUSDT,342.21,344.83,341.5,344.8,23956.4,8213485.1
1600736400.0,2020-09-22 01-AM,ETHUSDT,342.51,343.58,340,342.21,27763.74,9485264.9
1600732800.0,2020-09-22 12-AM,ETHUSDT,340.36,345.33,337.44,342.51,65355.4,22326701.86
1600729200.0,2020-09-21 11-PM,ETHUSDT,344.36,345.19,339.71,340.36,45043.22,15432612.26
1600725600.0,2020-09-21 10-PM,ETHUSDT,348.32,348.46,344.01,344.36,34681.4,12018238.65
1600722000.0,2020-09-21 09-PM,ETHUSDT,346.35,349.54,345.81,348.32,20248.86,7035289.93
1600718400.0,2020-09-21 08-PM,ETHUSDT,345.42,350,344.54,346.35,48977.26,17032145.6
1600714800.0,2020-09-21 07-PM,ETHUSDT,342.5,346.12,342.3,345.42,42439.72,14622985.98
1600711200.0,2020-09-21 06-PM,ETHUSDT,341.08,342.5,338.82,342.5,29844.91,10169119.37
1600707600.0,2020-09-21 05-PM,ETHUSDT,339.28,344.4,338.41,341.08,38940.27,13297143.0
1600704000.0,2020-09-21 04-PM,ETHUSDT,340.22,343.32,336.25,339.28,64858.84,22065657.01
1600700400.0,2020-09-21 03-PM,ETHUSDT,338.15,341.52,336.21,340.22,71305.88,24171365.45
1600696800.0,2020-09-21 02-PM,ETHUSDT,345.66,346.62,331,338.15,121263.31,41042241.32
1600693200.0,2020-09-21 01-PM,ETHUSDT,345.14,349.96,344.52,345.66,74715.53,25945276.79
1600689600.0,2020-09-21 12-PM,ETHUSDT,352.49,352.49,339.66,345.14,141498.92,48839688.01
1600686000.0,2020-09-21 11-AM,ETHUSDT,356.61,357.86,349.05,352.49,105802.36,37351489.36
1600682400.0,2020-09-21 10-AM,ETHUSDT,358.67,360.03,353.71,356.61,87929.91,31401936.42
1600678800.0,2020-09-21 09-AM,ETHUSDT,367.79,368.13,357.42,358.67,95509.1,34597043.16
1600675200.0,2020-09-21 08-AM,ETHUSDT,369.78,370.87,365.69,367.79,53669.1,19731439.11
1600671600.0,2020-09-21 07-AM,ETHUSDT,373.36,373.95,369.5,369.78,36843.79,13683452.11
1600668000.0,2020-09-21 06-AM,ETHUSDT,374.49,375.51,373.04,373.36,26739.77,10007008.29
1600664400.0,2020-09-21 05-AM,ETHUSDT,374.01,374.69,373.34,374.49,18318.46,6848091.43
1600660800.0,2020-09-21 04-AM,ETHUSDT,374.87,375.37,373.79,374.01,19818.02,7424154.71
1600657200.0,2020-09-21 03-AM,ETHUSDT,373.61,375.11,372.88,374.87,19223.69,7190181.68
1600653600.0,2020-09-21 02-AM,ETHUSDT,374.18,375.5,373.39,373.61,18994.05,7110448.69
1600650000.0,2020-09-21 01-AM,ETHUSDT,374.45,376.3,373.52,374.18,26689.64,9997662.23
1600646400.0,2020-09-21 12-AM,ETHUSDT,371.04,376.8,368.62,374.45,40590.02,15120223.06
1600642800.0,2020-09-20 11-PM,ETHUSDT,369.19,372.38,368.24,371.04,33580.49,12456783.88
1600639200.0,2020-09-20 10-PM,ETHUSDT,369.84,371,366.09,369.19,28984.02,10667433.28
1600635600.0,2020-09-20 09-PM,ETHUSDT,369.16,370.84,366.45,369.84,24829.88,9148413.68
1600632000.0,2020-09-20 08-PM,ETHUSDT,371.23,371.4,368.05,369.16,23503.66,8681415.72
1600628400.0,2020-09-20 07-PM,ETHUSDT,372.42,373.17,370.47,371.23,16778.41,6238684.87
1600624800.0,2020-09-20 06-PM,ETHUSDT,372.74,373.06,370.54,372.42,17886.71,6648930.24
1600621200.0,2020-09-20 05-PM,ETHUSDT,370.31,373.39,369.68,372.74,33001.7,12264384.7
1600617600.0,2020-09-20 04-PM,ETHUSDT,370.75,371.13,365,370.31,81144.96,29853494.63
1600614000.0,2020-09-20 03-PM,ETHUSDT,372.3,373.25,370.55,370.75,36004.81,13401251.7
1600610400.0,2020-09-20 02-PM,ETHUSDT,373.49,373.79,372.13,372.3,24128.09,8993531.06
1600606800.0,2020-09-20 01-PM,ETHUSDT,372.3,374.34,370.15,373.49,43767.79,16307533.0
1600603200.0,2020-09-20 12-PM,ETHUSDT,379.45,379.64,371,372.3,74382.29,27827789.06
1600599600.0,2020-09-20 11-AM,ETHUSDT,381.06,381.11,379.24,379.45,15126.58,5751221.08
1600596000.0,2020-09-20 10-AM,ETHUSDT,380.42,381.33,378.94,381.06,18688.42,7104232.62
1600592400.0,2020-09-20 09-AM,ETHUSDT,379.8,380.73,377.24,380.42,26659.66,10107108.3
1600588800.0,2020-09-20 08-AM,ETHUSDT,380.9,382.15,379.8,379.8,21542.69,8203032.07
1600585200.0,2020-09-20 07-AM,ETHUSDT,381.59,382.02,380.83,380.9,14661.84,5592551.52
1600581600.0,2020-09-20 06-AM,ETHUSDT,380.89,381.62,379.93,381.59,20050.27,7634435.57
1600578000.0,2020-09-20 05-AM,ETHUSDT,381.6,381.8,380,380.89,18319.99,6977992.58
1600574400.0,2020-09-20 04-AM,ETHUSDT,381.39,382.15,380.66,381.6,17190.64,6556898.17
1600570800.0,2020-09-20 03-AM,ETHUSDT,380.22,381.81,379.42,381.39,19563.92,7451804.6
1600567200.0,2020-09-20 02-AM,ETHUSDT,380.59,381.53,379.48,380.22,27150.4,10337483.76
1600563600.0,2020-09-20 01-AM,ETHUSDT,383.64,383.75,380.44,380.59,36191.45,13803052.33
1600560000.0,2020-09-20 12-AM,ETHUSDT,385.25,385.45,383.19,383.64,20025.72,7691469.08
1600556400.0,2020-09-19 11-PM,ETHUSDT,384.87,385.71,383.55,385.25,18024.85,6939352.51
1600552800.0,2020-09-19 10-PM,ETHUSDT,385.35,385.36,383,384.87,19870.65,7632607.59
1600549200.0,2020-09-19 09-PM,ETHUSDT,385.97,386,383.6,385.35,14987.76,5767168.88
1600545600.0,2020-09-19 08-PM,ETHUSDT,384.82,386.16,383.92,385.97,18257.04,7030651.58
1600542000.0,2020-09-19 07-PM,ETHUSDT,384.21,385.35,383.09,384.82,19929.95,7660008.27
1600538400.0,2020-09-19 06-PM,ETHUSDT,386.23,386.28,381.57,384.21,34873.2,13383687.97
1600534800.0,2020-09-19 05-PM,ETHUSDT,384.57,386.39,384.57,386.23,25157.94,9704337.09
1600531200.0,2020-09-19 04-PM,ETHUSDT,384.59,386.6,383.85,384.57,26402.78,10167918.94
1600527600.0,2020-09-19 03-PM,ETHUSDT,384.86,385.59,383.25,384.59,19856.17,7633006.88
1600524000.0,2020-09-19 02-PM,ETHUSDT,385.74,385.84,384.16,384.86,21242.57,8181618.06
1600520400.0,2020-09-19 01-PM,ETHUSDT,384.93,386.55,384,385.74,24772.85,9538419.95
1600516800.0,2020-09-19 12-PM,ETHUSDT,386.71,388.72,383.66,384.93,38558.33,14867313.22
1600513200.0,2020-09-19 11-AM,ETHUSDT,381.99,387.73,381.41,386.71,56171.83,21568398.02
1600509600.0,2020-09-19 10-AM,ETHUSDT,379.71,382,379.33,381.99,19065.37,7249837.33
1600506000.0,2020-09-19 09-AM,ETHUSDT,379.8,380.68,379.39,379.71,21589.89,8206987.39
1600502400.0,2020-09-19 08-AM,ETHUSDT,377.77,379.91,377,379.8,23980.09,9076762.06
1600498800.0,2020-09-19 07-AM,ETHUSDT,380.64,381.06,377.67,377.77,23323.37,8848815.59
1600495200.0,2020-09-19 06-AM,ETHUSDT,379.58,380.99,378.64,380.64,23662.78,8982350.6
1600491600.0,2020-09-19 05-AM,ETHUSDT,382.36,382.77,378.27,379.58,27762.96,10564801.08
1600488000.0,2020-09-19 04-AM,ETHUSDT,382.87,383.26,381,382.36,14140.24,5405465.97
1600484400.0,2020-09-19 03-AM,ETHUSDT,384.15,384.4,381.5,382.87,17192.64,6581007.55
1600480800.0,2020-09-19 02-AM,ETHUSDT,382.23,384.18,382.13,384.15,16439.51,6301043.28
1600477200.0,2020-09-19 01-AM,ETHUSDT,383.72,384.14,381.33,382.23,21180.53,8099739.44
1600473600.0,2020-09-19 12-AM,ETHUSDT,384.39,385.3,382.62,383.72,24465.01,9394430.89
1600470000.0,2020-09-18 11-PM,ETHUSDT,383.33,384.7,380.09,384.39,28487.45,10887268.69
1600466400.0,2020-09-18 10-PM,ETHUSDT,382.25,384.48,381.77,383.33,23984.55,9187970.42
1600462800.0,2020-09-18 09-PM,ETHUSDT,380,382.45,379.55,382.25,13055.43,4972090.41
1600459200.0,2020-09-18 08-PM,ETHUSDT,378.92,382.1,377.97,380,26731.24,10170940.93
1600455600.0,2020-09-18 07-PM,ETHUSDT,379.55,379.88,377.46,378.92,25382.45,9619589.2
1600452000.0,2020-09-18 06-PM,ETHUSDT,376.92,379.82,375.56,379.55,38659.35,14612718.68
1600448400.0,2020-09-18 05-PM,ETHUSDT,382.53,383.57,375.33,376.92,72622.76,27498992.23
1600444800.0,2020-09-18 04-PM,ETHUSDT,382.19,384.07,380.09,382.53,38347.87,14667540.54
1600441200.0,2020-09-18 03-PM,ETHUSDT,385.26,385.28,379.76,382.19,53979.11,20628260.8
1600437600.0,2020-09-18 02-PM,ETHUSDT,383.19,385.58,382.74,385.26,31761.65,12210763.03
1600434000.0,2020-09-18 01-PM,ETHUSDT,386.87,387.01,382.89,383.19,33705.49,12975095.75
1600430400.0,2020-09-18 12-PM,ETHUSDT,385.36,387.08,384.7,386.87,24246.68,9356793.7
1600426800.0,2020-09-18 11-AM,ETHUSDT,385.71,386.96,385.06,385.36,20559.95,7939500.34
1600423200.0,2020-09-18 10-AM,ETHUSDT,388.09,388.68,385.5,385.71,27520.21,10653658.15
1600419600.0,2020-09-18 09-AM,ETHUSDT,386.97,388.74,386.29,388.09,40565.04,15728955.19
1600416000.0,2020-09-18 08-AM,ETHUSDT,386.1,387.06,384.02,386.97,30855.77,11899034.27
1600412400.0,2020-09-18 07-AM,ETHUSDT,388.01,388.24,384.57,386.1,40546.27,15668598.12
1600408800.0,2020-09-18 06-AM,ETHUSDT,385.59,388.8,383.98,388.01,32083.85,12390169.18
1600405200.0,2020-09-18 05-AM,ETHUSDT,383.39,385.6,382.39,385.59,24091.5,9251040.72
1600401600.0,2020-09-18 04-AM,ETHUSDT,387.33,387.33,382.26,383.39,50446.34,19373537.28
1600398000.0,2020-09-18 03-AM,ETHUSDT,387.07,387.74,386.38,387.33,24833.07,9610145.58
1600394400.0,2020-09-18 02-AM,ETHUSDT,386.77,388,386.27,387.07,23305.17,9022547.53
1600390800.0,2020-09-18 01-AM,ETHUSDT,387.19,388.18,385.31,386.77,31098.42,12023581.99
1600387200.0,2020-09-18 12-AM,ETHUSDT,389.36,392.58,386.17,387.19,47324.85,18399787.08
1600383600.0,2020-09-17 11-PM,ETHUSDT,387.39,390.48,387.32,389.36,29454.48,11468644.78
1600380000.0,2020-09-17 10-PM,ETHUSDT,392.53,393.01,386.6,387.39,40948.07,15941567.72
1600376400.0,2020-09-17 09-PM,ETHUSDT,392.08,393.98,391.69,392.53,21132.52,8299590.37
1600372800.0,2020-09-17 08-PM,ETHUSDT,389.21,394.14,389.18,392.08,61426.06,24084332.98
1600369200.0,2020-09-17 07-PM,ETHUSDT,386.98,390,386.19,389.21,41739.93,16192274.65
1600365600.0,2020-09-17 06-PM,ETHUSDT,381.51,388.81,381.51,386.98,78585.02,30326362.19
1600362000.0,2020-09-17 05-PM,ETHUSDT,380.98,382.85,380.55,381.51,30544.88,11652297.17
1600358400.0,2020-09-17 04-PM,ETHUSDT,380.22,381.31,378.53,380.98,37771.88,14346055.75
1600354800.0,2020-09-17 03-PM,ETHUSDT,381.07,383.41,379.81,380.22,43987.01,16785993.58
1600351200.0,2020-09-17 02-PM,ETHUSDT,380.25,382.12,377.31,381.07,58767.39,22345649.2
