Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
1601211600.0,2020-09-27 01-PM,ETHUSD,353.03,353.32,352.02,353.21,519.64,183358.22
1601208000.0,2020-09-27 12-PM,ETHUSD,349.47,353.03,347.6,353.03,2882.05,1010094.79
1601204400.0,2020-09-27 11-AM,ETHUSD,353.23,353.58,349.41,349.47,2451.21,862516.14
1601200800.0,2020-09-27 10-AM,ETHUSD,351,353.79,350.85,353.23,1545.05,544099.76
1601197200.0,2020-09-27 09-AM,ETHUSD,353.41,353.41,350.91,351,707.89,249189.06
1601193600.0,2020-09-27 08-AM,ETHUSD,355.08,355.08,350.84,353.41,1466.28,517147.24
1601190000.0,2020-09-27 07-AM,ETHUSD,354.25,355.64,353.96,355.08,939.56,333361.34
1601186400.0,2020-09-27 06-AM,ETHUSD,361.25,361.44,353.05,354.25,5052.38,1798898.19
1601182800.0,2020-09-27 05-AM,ETHUSD,362.08,362.8,360.58,361.25,784.5,283828.57
1601179200.0,2020-09-27 04-AM,ETHUSD,360.29,363,360.29,362.08,6695.76,2427788.03
1601175600.0,2020-09-27 03-AM,ETHUSD,360.21,361.02,359.37,360.29,390.87,140772.46
1601172000.0,2020-09-27 02-AM,ETHUSD,360.44,361.75,359.02,360.21,1451.63,522850.83
1601168400.0,2020-09-27 01-AM,ETHUSD,360.64,363,359.52,360.44,2021.79,730752.71
1601164800.0,2020-09-27 12-AM,ETHUSD,354.63,361.08,354.52,360.64,3560.23,1277080.82
1601161200.0,2020-09-26 11-PM,ETHUSD,353.84,356,353.84,354.63,728.56,258750.85
1601157600.0,2020-09-26 10-PM,ETHUSD,353.43,355.05,352,353.84,689.77,244164.18
1601154000.0,2020-09-26 09-PM,ETHUSD,354.21,356.22,353.43,353.43,1055.69,375090.25
1601150400.0,2020-09-26 08-PM,ETHUSD,353.2,354.53,352.63,354.21,289.38,102246.84
1601146800.0,2020-09-26 07-PM,ETHUSD,354.01,354.22,352.31,353.2,952.85,336846.65
1601143200.0,2020-09-26 06-PM,ETHUSD,355.04,356.53,353.18,354.01,8382.05,2969859.67
1601139600.0,2020-09-26 05-PM,ETHUSD,355.23,355.63,354.02,355.04,527.39,187135.21
1601136000.0,2020-09-26 04-PM,ETHUSD,353.25,355.45,351.34,355.23,996.78,352139.2
1601132400.0,2020-09-26 03-PM,ETHUSD,352.58,355.45,352.45,353.25,966.24,341792.8
1601128800.0,2020-09-26 02-PM,ETHUSD,348.2,354.63,346.46,352.58,2114.51,741423.29
1601125200.0,2020-09-26 01-PM,ETHUSD,350.54,350.54,347.93,348.2,663.65,231843.26
1601121600.0,2020-09-26 12-PM,ETHUSD,352.2,352.4,349.5,350.54,762.15,267128.74
1601118000.0,2020-09-26 11-AM,ETHUSD,350.75,352.52,350.58,352.2,494.56,173946.18
1601114400.0,2020-09-26 10-AM,ETHUSD,351.66,352.11,348.14,350.75,2854.58,999949.53
1601110800.0,2020-09-26 09-AM,ETHUSD,350.84,353.61,349.86,351.66,2423.84,852949.97
1601107200.0,2020-09-26 08-AM,ETHUSD,351.14,352.57,350.4,350.84,2183.79,766386.44
1601103600.0,2020-09-26 07-AM,ETHUSD,354.99,355.41,350.75,351.14,2045.58,722912.11
1601100000.0,2020-09-26 06-AM,ETHUSD,353.4,356.59,353.25,354.99,1680.82,597582.91
1601096400.0,2020-09-26 05-AM,ETHUSD,352.6,357.14,352.6,353.4,1217.84,431866.37
1601092800.0,2020-09-26 04-AM,ETHUSD,351.67,352.95,350.09,352.6,339.48,119182.73
1601089200.0,2020-09-26 03-AM,ETHUSD,353.04,354.03,351.44,351.67,472.25,166631.83
1601085600.0,2020-09-26 02-AM,ETHUSD,352.42,353.6,351.69,353.04,737.92,260292.28
1601082000.0,2020-09-26 01-AM,ETHUSD,351.25,353.42,350.5,352.42,501.44,176738.91
1601078400.0,2020-09-26 12-AM,ETHUSD,352.65,354.64,351.25,351.25,1410.97,498614.43
1601074800.0,2020-09-25 11-PM,ETHUSD,352.91,353.92,351.14,352.65,1219.13,429458.08
1601071200.0,2020-09-25 10-PM,ETHUSD,358.07,358.53,352.05,352.91,973.75,345703.56
1601067600.0,2020-09-25 09-PM,ETHUSD,355.59,358.07,353.98,358.07,1590.53,565056.21
1601064000.0,2020-09-25 08-PM,ETHUSD,354.65,358.65,354.65,355.59,2002.98,714467.61
1601060400.0,2020-09-25 07-PM,ETHUSD,354.55,355.84,353.58,354.65,1134.61,402092.94
1601056800.0,2020-09-25 06-PM,ETHUSD,350.37,356.24,350.37,354.55,4184.87,1483155.49
1601053200.0,2020-09-25 05-PM,ETHUSD,347,352.22,346.68,350.37,7290.01,2559270.95
1601049600.0,2020-09-25 04-PM,ETHUSD,347.81,349.27,345.96,347,1054.72,366514.14
1601046000.0,2020-09-25 03-PM,ETHUSD,345.78,348.25,344.62,347.81,1657.79,574936.38
1601042400.0,2020-09-25 02-PM,ETHUSD,344.4,346.02,341.25,345.78,1483.77,510236.6
1601038800.0,2020-09-25 01-PM,ETHUSD,345.49,346.45,342.63,344.4,1832.05,630970.62
1601035200.0,2020-09-25 12-PM,ETHUSD,344.45,349.26,344.09,345.49,3789.09,1311849.3
1601031600.0,2020-09-25 11-AM,ETHUSD,341.16,345.45,340.07,344.45,1478.89,507518.1
1601028000.0,2020-09-25 10-AM,ETHUSD,340.73,342.94,339.99,341.16,1139.71,388901.59
1601024400.0,2020-09-25 09-AM,ETHUSD,339.45,342,338.55,340.73,1478.54,503352.73
1601020800.0,2020-09-25 08-AM,ETHUSD,343.64,343.66,338.25,339.45,4571.62,1559843.84
1601017200.0,2020-09-25 07-AM,ETHUSD,345,345.11,343.47,343.64,2131.2,733579.24
1601013600.0,2020-09-25 06-AM,ETHUSD,341.36,345.12,340.24,345,848.79,290643.35
1601010000.0,2020-09-25 05-AM,ETHUSD,345.17,345.17,341.19,341.36,2119.34,727250.86
1601006400.0,2020-09-25 04-AM,ETHUSD,345.76,346.5,344.62,345.17,6086.05,2099161.0
1601002800.0,2020-09-25 03-AM,ETHUSD,347.49,348.96,345.2,345.76,1017.07,353142.06
1600999200.0,2020-09-25 02-AM,ETHUSD,346.99,348.17,346.65,347.49,2833.75,985348.74
1600995600.0,2020-09-25 01-AM,ETHUSD,348.22,349.27,346.48,346.99,789.57,274831.5
1600992000.0,2020-09-25 12-AM,ETHUSD,349.5,351.25,347.19,348.22,11964.89,4190133.04
1600988400.0,2020-09-24 11-PM,ETHUSD,351.89,352.43,348.81,349.5,2114.46,741383.55
1600984800.0,2020-09-24 10-PM,ETHUSD,346.43,353.85,345.89,351.89,11486.14,4026774.07
1600981200.0,2020-09-24 09-PM,ETHUSD,346.14,348.28,345.45,346.43,1244.41,431527.41
1600977600.0,2020-09-24 08-PM,ETHUSD,346.5,348.12,346.13,346.14,1275.26,442347.22
1600974000.0,2020-09-24 07-PM,ETHUSD,344.74,347,344.24,346.5,1406.1,486183.1
1600970400.0,2020-09-24 06-PM,ETHUSD,346.59,349.04,344.74,344.74,1960.84,679338.67
1600966800.0,2020-09-24 05-PM,ETHUSD,347.1,349.32,345.77,346.59,2033.72,706200.91
1600963200.0,2020-09-24 04-PM,ETHUSD,345.65,350,343.83,347.1,17266.94,6000673.27
1600959600.0,2020-09-24 03-PM,ETHUSD,338.59,346.42,337.65,345.65,15166.05,5225897.46
1600956000.0,2020-09-24 02-PM,ETHUSD,337.4,340.08,336.5,338.59,3373.31,1141179.27
1600952400.0,2020-09-24 01-PM,ETHUSD,335.92,338.2,333.72,337.4,10825.77,3641599.42
1600948800.0,2020-09-24 12-PM,ETHUSD,338.76,340.11,335.42,335.92,8556.01,2889690.77
1600945200.0,2020-09-24 11-AM,ETHUSD,333.59,341.48,333.32,338.76,10031.89,3393976.56
1600941600.0,2020-09-24 10-AM,ETHUSD,329.31,335.74,328.55,333.59,5186.01,1721962.82
1600938000.0,2020-09-24 09-AM,ETHUSD,327.24,330.55,326.16,329.31,7979.51,2613619.02
1600934400.0,2020-09-24 08-AM,ETHUSD,328.71,329.81,327.04,327.24,13264.72,4347868.4
1600930800.0,2020-09-24 07-AM,ETHUSD,324.59,329.64,324.59,328.71,2915.04,953373.15
1600927200.0,2020-09-24 06-AM,ETHUSD,325.62,327.01,324.57,324.59,2238.28,729074.02
1600923600.0,2020-09-24 05-AM,ETHUSD,324.86,326.19,324.59,325.62,1590.02,517276.87
1600920000.0,2020-09-24 04-AM,ETHUSD,325.44,327.3,324.62,324.86,1649.48,537518.38
1600916400.0,2020-09-24 03-AM,ETHUSD,324.56,326.63,324.49,325.44,794.67,258752.8
1600912800.0,2020-09-24 02-AM,ETHUSD,324.5,327.05,324.05,324.56,1368.18,444908.47
1600909200.0,2020-09-24 01-AM,ETHUSD,323.61,325.69,322.81,324.5,2097.09,681063.7
1600905600.0,2020-09-24 12-AM,ETHUSD,321.26,324.02,317.52,323.61,4761.88,1531076.6
1600902000.0,2020-09-23 11-PM,ETHUSD,324.5,324.5,319.25,321.26,3507.46,1128265.03
1600898400.0,2020-09-23 10-PM,ETHUSD,323.29,324.98,321.65,324.5,5062.36,1637036.37
1600894800.0,2020-09-23 09-PM,ETHUSD,323.56,328.38,321.29,323.29,8032.96,2605562.14
1600891200.0,2020-09-23 08-PM,ETHUSD,328.29,329.58,313.81,323.56,41210.79,13352718.47
1600887600.0,2020-09-23 07-PM,ETHUSD,335.82,336.16,326.48,328.29,19706.27,6487937.84
1600884000.0,2020-09-23 06-PM,ETHUSD,338.41,338.65,335.73,335.82,2781.73,937270.84
1600880400.0,2020-09-23 05-PM,ETHUSD,340.62,341.75,337.67,338.41,3117.93,1057480.03
1600876800.0,2020-09-23 04-PM,ETHUSD,339.5,340.74,339.01,340.62,620.57,211107.32
1600873200.0,2020-09-23 03-PM,ETHUSD,339.78,340.67,339.31,339.5,837.57,284776.78
1600869600.0,2020-09-23 02-PM,ETHUSD,342.15,342.39,339.45,339.78,2526.85,860575.81
1600866000.0,2020-09-23 01-PM,ETHUSD,341.36,343.84,341.14,342.15,1931.2,661846.42
1600862400.0,2020-09-23 12-PM,ETHUSD,339.64,342.8,338.66,341.36,2941.68,1000998.32
1600858800.0,2020-09-23 11-AM,ETHUSD,339.85,341.33,339.2,339.64,1990.34,676892.2
1600855200.0,2020-09-23 10-AM,ETHUSD,339.88,340,338.43,339.85,1338.94,453815.06
1600851600.0,2020-09-23 09-AM,ETHUSD,337.18,339.99,336.75,339.88,855.99,289454.73
1600848000.0,2020-09-23 08-AM,ETHUSD,336.73,337.85,335,337.18,3261.78,1097032.63
1600844400.0,2020-09-23 07-AM,ETHUSD,339.07,339.79,334,336.73,4474.57,1503298.45
1600840800.0,2020-09-23 06-AM,ETHUSD,341.3,341.6,338.4,339.07,2274.72,773216.2
1600837200.0,2020-09-23 05-AM,ETHUSD,340.69,342.5,339.43,341.3,980.3,334055.48
1600833600.0,2020-09-23 04-AM,ETHUSD,341.81,342.1,340.09,340.69,1306.37,445415.5
1600830000.0,2020-09-23 03-AM,ETHUSD,344.29,344.29,341.77,341.81,1777.01,608641.3
1600826400.0,2020-09-23 02-AM,ETHUSD,344.42,345.15,343.63,344.29,421.89,145206.32
1600822800.0,2020-09-23 01-AM,ETHUSD,343.77,344.42,343.15,344.42,209.89,72161.26
1600819200.0,2020-09-23 12-AM,ETHUSD,344.65,345.01,343.2,343.77,1486.95,511713.79
1600815600.0,2020-09-22 11-PM,ETHUSD,343.78,344.65,343.15,344.65,592.36,203797.46
1600812000.0,2020-09-22 10-PM,ETHUSD,347.04,347.09,343.65,343.78,830.31,286823.17
1600808400.0,2020-09-22 09-PM,ETHUSD,345.45,347.38,341.45,347.04,3227.21,1112168.21
1600804800.0,2020-09-22 08-PM,ETHUSD,344.03,346.12,343.69,345.45,3165.52,1092736.2
1600801200.0,2020-09-22 07-PM,ETHUSD,343.8,344.41,342.87,344.03,716.16,245766.09
1600797600.0,2020-09-22 06-PM,ETHUSD,344.25,345.28,343.23,343.8,1994.43,686062.4
1600794000.0,2020-09-22 05-PM,ETHUSD,341.38,344.54,341.38,344.25,2054.47,704481.32
1600790400.0,2020-09-22 04-PM,ETHUSD,341.85,343.78,341.37,341.38,2190.45,750432.57
1600786800.0,2020-09-22 03-PM,ETHUSD,340.45,343.3,339.49,341.85,2092.45,714650.98
1600783200.0,2020-09-22 02-PM,ETHUSD,341.53,344.41,340.45,340.45,4548.84,1560542.61
1600779600.0,2020-09-22 01-PM,ETHUSD,342.8,345,341.53,341.53,1603.45,551094.98
1600776000.0,2020-09-22 12-PM,ETHUSD,340.34,343.41,337.65,342.8,2623.32,894354.11
1600772400.0,2020-09-22 11-AM,ETHUSD,342.01,343.35,340.08,340.34,1497.52,512340.12
1600768800.0,2020-09-22 10-AM,ETHUSD,341.07,342.93,340.05,342.01,1193.55,408040.86
1600765200.0,2020-09-22 09-AM,ETHUSD,342.65,343.47,340.68,341.07,1480.46,505737.42
1600761600.0,2020-09-22 08-AM,ETHUSD,336.96,342.7,336.9,342.65,1855.24,631085.41
1600758000.0,2020-09-22 07-AM,ETHUSD,342.87,344.25,335.91,336.96,6643.02,2247333.24
1600754400.0,2020-09-22 06-AM,ETHUSD,344.85,347.01,342.2,342.87,2059.73,710119.99
1600750800.0,2020-09-22 05-AM,ETHUSD,344.47,345.91,344.15,344.85,1147.4,396281.22
1600747200.0,2020-09-22 04-AM,ETHUSD,343.73,347.43,343.73,344.47,818.32,282642.98
1600743600.0,2020-09-22 03-AM,ETHUSD,345.19,345.92,343.04,343.73,2607.65,898130.71
1600740000.0,2020-09-22 02-AM,ETHUSD,342.75,345.19,342.05,345.19,254.67,87544.09
1600736400.0,2020-09-22 01-AM,ETHUSD,343.58,344.06,340.85,342.75,1300.35,444852.11
1600732800.0,2020-09-22 12-AM,ETHUSD,340.78,345.79,338.58,343.58,5491.03,1880292.65
1600729200.0,2020-09-21 11-PM,ETHUSD,345.01,345.64,340.71,340.78,5871.64,2016871.58
1600725600.0,2020-09-21 10-PM,ETHUSD,348.78,349.22,345,345.01,879.46,304765.62
1600722000.0,2020-09-21 09-PM,ETHUSD,346.95,350.49,346.77,348.78,2297.64,801973.07
1600718400.0,2020-09-21 08-PM,ETHUSD,346.11,350,345.5,346.95,2060.55,717353.22
1600714800.0,2020-09-21 07-PM,ETHUSD,343.24,346.97,343.24,346.11,1658.3,572814.47
1600711200.0,2020-09-21 06-PM,ETHUSD,342.14,343.24,340,343.24,1699.17,580904.77
1600707600.0,2020-09-21 05-PM,ETHUSD,340.01,344.58,339.48,342.14,3636.59,1243826.87
1600704000.0,2020-09-21 04-PM,ETHUSD,341.46,343.99,337.24,340.01,5233.69,1785693.11
1600700400.0,2020-09-21 03-PM,ETHUSD,338.72,342.43,337.55,341.46,8501.05,2893219.96
1600696800.0,2020-09-21 02-PM,ETHUSD,346.79,347.39,332.1,338.72,20944.55,7095962.24
1600693200.0,2020-09-21 01-PM,ETHUSD,346.05,350.55,345.25,346.79,7873.19,2740475.68
1600689600.0,2020-09-21 12-PM,ETHUSD,352.91,353.03,340.91,346.05,10328.94,3575510.93
1600686000.0,2020-09-21 11-AM,ETHUSD,357.16,358.46,349.65,352.91,12283.27,4331618.56
1600682400.0,2020-09-21 10-AM,ETHUSD,359.93,361.18,354.84,357.16,13244.72,4736784.21
1600678800.0,2020-09-21 09-AM,ETHUSD,369.26,369.28,358.12,359.93,27257.42,9941967.51
1600675200.0,2020-09-21 08-AM,ETHUSD,370.88,371.55,367.5,369.26,17429.68,6419721.17
1600671600.0,2020-09-21 07-AM,ETHUSD,374.32,374.82,370.45,370.88,1927.02,717061.49
1600668000.0,2020-09-21 06-AM,ETHUSD,375.25,376.38,374.18,374.32,1191.29,447196.98
1600664400.0,2020-09-21 05-AM,ETHUSD,374.79,375.71,374.2,375.25,1305.95,489381.23
1600660800.0,2020-09-21 04-AM,ETHUSD,375.6,376.11,374.78,374.79,369.8,138851.58
1600657200.0,2020-09-21 03-AM,ETHUSD,374.35,375.65,373.73,375.6,448.12,167826.18
1600653600.0,2020-09-21 02-AM,ETHUSD,375,376.17,374.28,374.35,548.46,205779.93
1600650000.0,2020-09-21 01-AM,ETHUSD,375.43,377.06,374.51,375,1865.89,701434.43
1600646400.0,2020-09-21 12-AM,ETHUSD,371.75,377.59,369.44,375.43,3716.5,1393698.33
1600642800.0,2020-09-20 11-PM,ETHUSD,370.07,372.89,370.07,371.75,1184.96,440206.76
1600639200.0,2020-09-20 10-PM,ETHUSD,370.8,371.67,367,370.07,2111.2,779495.44
1600635600.0,2020-09-20 09-PM,ETHUSD,370.09,371.59,367.31,370.8,2252.78,831771.13
1600632000.0,2020-09-20 08-PM,ETHUSD,372.13,372.37,368.78,370.09,2267.07,838796.42
1600628400.0,2020-09-20 07-PM,ETHUSD,373.45,374.18,371.43,372.13,784.62,292343.41
1600624800.0,2020-09-20 06-PM,ETHUSD,373.8,374.22,371.65,373.45,2672.61,997839.71
1600621200.0,2020-09-20 05-PM,ETHUSD,371.8,374.27,370.97,373.8,2771.81,1034429.34
1600617600.0,2020-09-20 04-PM,ETHUSD,371.9,372.25,366.25,371.8,35324.6,13114147.98
1600614000.0,2020-09-20 03-PM,ETHUSD,373.52,373.96,371.9,371.9,2095.04,781000.39
1600610400.0,2020-09-20 02-PM,ETHUSD,374.63,374.66,373.28,373.52,672.08,251369.89
1600606800.0,2020-09-20 01-PM,ETHUSD,373.44,375.04,371.29,374.63,14492.25,5407543.64
1600603200.0,2020-09-20 12-PM,ETHUSD,380.15,380.59,370.52,373.44,16989.22,6357178.01
1600599600.0,2020-09-20 11-AM,ETHUSD,381.89,381.89,380.15,380.15,278.13,105937.65
1600596000.0,2020-09-20 10-AM,ETHUSD,381.29,381.9,380.01,381.89,303.9,115754.23
1600592400.0,2020-09-20 09-AM,ETHUSD,380.5,381.5,378.61,381.29,2019.59,767256.36
1600588800.0,2020-09-20 08-AM,ETHUSD,381.66,382.64,380.36,380.5,473.28,180508.82
1600585200.0,2020-09-20 07-AM,ETHUSD,382.22,382.64,381.63,381.66,307.19,117410.98
1600581600.0,2020-09-20 06-AM,ETHUSD,381.69,382.22,380.85,382.22,689.21,262905.25
1600578000.0,2020-09-20 05-AM,ETHUSD,382.44,382.65,381.07,381.69,814.88,311073.16
1600574400.0,2020-09-20 04-AM,ETHUSD,382.1,382.94,381.32,382.44,230.31,88001.95
1600570800.0,2020-09-20 03-AM,ETHUSD,381.17,382.49,380.43,382.1,587.59,224096.84
1600567200.0,2020-09-20 02-AM,ETHUSD,381.38,382.25,380.44,381.17,831.88,317250.21
1600563600.0,2020-09-20 01-AM,ETHUSD,384.45,384.45,381.16,381.38,1362.53,520631.07
1600560000.0,2020-09-20 12-AM,ETHUSD,386.16,386.34,383.94,384.45,643.93,247700.68
1600556400.0,2020-09-19 11-PM,ETHUSD,385.44,386.59,384.51,386.16,612.56,236130.73
1600552800.0,2020-09-19 10-PM,ETHUSD,385.84,385.94,383.89,385.44,616.4,237468.32
1600549200.0,2020-09-19 09-PM,ETHUSD,386.62,386.76,384.21,385.84,453.58,174936.49
1600545600.0,2020-09-19 08-PM,ETHUSD,385.76,386.8,384.86,386.62,561.33,216491.26
1600542000.0,2020-09-19 07-PM,ETHUSD,385.05,385.99,383.72,385.76,1081.22,416554.29
1600538400.0,2020-09-19 06-PM,ETHUSD,386.38,386.61,382.1,385.05,1744.21,669689.01
1600534800.0,2020-09-19 05-PM,ETHUSD,385.46,387,385.31,386.38,2196.68,848962.64
1600531200.0,2020-09-19 04-PM,ETHUSD,385.13,387.27,384.49,385.46,683.64,263912.38
1600527600.0,2020-09-19 03-PM,ETHUSD,385.7,386.21,384.25,385.13,476.67,183620.39
1600524000.0,2020-09-19 02-PM,ETHUSD,386.46,386.56,385.25,385.7,683.68,263917.18
1600520400.0,2020-09-19 01-PM,ETHUSD,385.95,386.95,384.73,386.46,675.85,260624.32
1600516800.0,2020-09-19 12-PM,ETHUSD,387.73,389.3,384.31,385.95,2822.27,1092241.66
1600513200.0,2020-09-19 11-AM,ETHUSD,382.45,388.19,382.45,387.73,4329.89,1666445.7
1600509600.0,2020-09-19 10-AM,ETHUSD,380.91,382.45,380.13,382.45,936.54,356907.8
1600506000.0,2020-09-19 09-AM,ETHUSD,380.69,381.58,380.21,380.91,728.19,277485.73
1600502400.0,2020-09-19 08-AM,ETHUSD,378.65,380.73,378.01,380.69,785.03,297549.32
1600498800.0,2020-09-19 07-AM,ETHUSD,381.65,381.8,378.65,378.65,465.09,176874.05
1600495200.0,2020-09-19 06-AM,ETHUSD,380.48,381.84,379.7,381.65,298.96,113813.64
1600491600.0,2020-09-19 05-AM,ETHUSD,383.37,383.37,379.06,380.48,520.23,198167.91
1600488000.0,2020-09-19 04-AM,ETHUSD,383.83,383.84,382.04,383.37,149.14,57098.18
1600484400.0,2020-09-19 03-AM,ETHUSD,384.99,385,382.36,383.83,850.13,325574.52
1600480800.0,2020-09-19 02-AM,ETHUSD,382.84,384.99,382.81,384.99,814.11,312929.72
1600477200.0,2020-09-19 01-AM,ETHUSD,384.47,384.6,382.11,382.84,356.57,136600.67
1600473600.0,2020-09-19 12-AM,ETHUSD,384.99,385.99,383.38,384.47,1152.84,443629.07
1600470000.0,2020-09-18 11-PM,ETHUSD,384.45,385,380.62,384.99,1006.38,385769.03
1600466400.0,2020-09-18 10-PM,ETHUSD,382.96,385,382.72,384.45,1266.37,486246.84
1600462800.0,2020-09-18 09-PM,ETHUSD,381.06,383.13,380.27,382.96,432.66,164968.4
1600459200.0,2020-09-18 08-PM,ETHUSD,379.56,382.6,378.93,381.06,721.57,274927.43
1600455600.0,2020-09-18 07-PM,ETHUSD,379.97,380.19,378.15,379.56,770.39,292213.54
1600452000.0,2020-09-18 06-PM,ETHUSD,377.21,380,376.04,379.97,1908.1,721972.39
1600448400.0,2020-09-18 05-PM,ETHUSD,383.29,384.18,375.78,377.21,10278.67,3885771.53
1600444800.0,2020-09-18 04-PM,ETHUSD,383.01,384.5,381.15,383.29,1343.78,514919.8
1600441200.0,2020-09-18 03-PM,ETHUSD,386.23,386.23,380.74,383.01,2831.76,1082706.66
1600437600.0,2020-09-18 02-PM,ETHUSD,384.04,386.55,383.66,386.23,960.12,369770.66
1600434000.0,2020-09-18 01-PM,ETHUSD,387.7,388,383.68,384.04,2051.66,790548.96
1600430400.0,2020-09-18 12-PM,ETHUSD,386.24,387.94,385.66,387.7,1332.54,515568.54
1600426800.0,2020-09-18 11-AM,ETHUSD,386.73,388.19,385.93,386.24,882.53,341374.05
1600423200.0,2020-09-18 10-AM,ETHUSD,389.51,389.8,386.73,386.73,1791.7,696107.87
1600419600.0,2020-09-18 09-AM,ETHUSD,388.05,389.55,387.45,389.51,833.7,324142.83
1600416000.0,2020-09-18 08-AM,ETHUSD,386.7,388.05,385.35,388.05,2011.38,777115.08
1600412400.0,2020-09-18 07-AM,ETHUSD,389.08,389.08,385.95,386.7,1052.33,407740.01
1600408800.0,2020-09-18 06-AM,ETHUSD,386.24,389.34,385.02,389.08,1573.72,610008.54
1600405200.0,2020-09-18 05-AM,ETHUSD,384.35,386.25,383,386.24,1776.21,681667.66
1600401600.0,2020-09-18 04-AM,ETHUSD,388.5,388.5,383.2,384.35,1952.12,750955.45
1600398000.0,2020-09-18 03-AM,ETHUSD,388.35,388.56,387.28,388.5,233.07,90405.81
1600394400.0,2020-09-18 02-AM,ETHUSD,387.41,388.77,387.06,388.35,1444.15,560646.85
1600390800.0,2020-09-18 01-AM,ETHUSD,387.57,388.33,386.08,387.41,898.95,348252.03
1600387200.0,2020-09-18 12-AM,ETHUSD,390.1,393,386.71,387.57,3403.96,1324462.05
1600383600.0,2020-09-17 11-PM,ETHUSD,387.9,390.99,387.9,390.1,2621.31,1022666.69
1600380000.0,2020-09-17 10-PM,ETHUSD,393.21,393.49,387.51,387.9,3635.36,1415934.34
1600376400.0,2020-09-17 09-PM,ETHUSD,392.73,394.4,392.44,393.21,2299.74,904847.94
1600372800.0,2020-09-17 08-PM,ETHUSD,389.76,394.94,389.76,392.73,10721.6,4212267.59
1600369200.0,2020-09-17 07-PM,ETHUSD,387.55,390.89,386.91,389.76,3223.71,1255056.47
1600365600.0,2020-09-17 06-PM,ETHUSD,382.08,389.13,382.08,387.55,14076.82,5451563.63
1600362000.0,2020-09-17 05-PM,ETHUSD,381.38,383,381.36,382.08,1445.72,552258.89
1600358400.0,2020-09-17 04-PM,ETHUSD,381.2,381.92,379.5,381.38,1638.99,623513.43
1600354800.0,2020-09-17 03-PM,ETHUSD,381.4,383.47,380.72,381.2,2187.19,836446.13
1600351200.0,2020-09-17 02-PM,ETHUSD,380.91,382.65,378.14,381.4,3048.58,1160072.79
1600347600.0,2020-09-17 01-PM,ETHUSD,378.84,381.25,377,380.91,4413.21,1673347.41
1600344000.0,2020-09-17 12-PM,ETHUSD,384.16,384.88,378.29,378.84,2034.81,776801.1
1600340400.0,2020-09-17 11-AM,ETHUSD,380.88,384.99,379.64,384.16,3614.48,1384164.35
1600336800.0,2020-09-17 10-AM,ETHUSD,378.72,381.81,375.65,380.88,3382.69,1279883.8
1600333200.0,2020-09-17 09-AM,ETHUSD,379.19,380,376.63,378.72,1387.83,525208.82
1600329600.0,2020-09-17 08-AM,ETHUSD,380.63,382,379,379.19,1612.01,613302.08
1600326000.0,2020-09-17 07-AM,ETHUSD,379.65,383,379.54,380.63,2183.37,832425.55
1600322400.0,2020-09-17 06-AM,ETHUSD,380.05,381.39,378.29,379.65,1422.15,540009.07
1600318800.0,2020-09-17 05-AM,ETHUSD,379.11,381.99,378.45,380.05,859.43,327009.46
1600315200.0,2020-09-17 04-AM,ETHUSD,377.63,380.18,377,379.11,934.09,353591.38
